run_id      , experiment, model            , fold, epoch, train_loss          , train_acc         , val_loss           , val_acc           , val_rmse_dollars  , val_mae_dollars   , val_r2            , seconds
baseline_s42, baseline  , gradient_boosting,    4,  1200, 0.0652764200123027  , 0.951931330472103 , 0.1233826052419537 , 0.7422680412371134, 22793.98811722856 , 14232.40549589288 , 0.9107740680709722,  7.774662500000002
baseline_s42, baseline  , gradient_boosting,    5,  1200, 0.0669103824389672  , 0.9450643776824036, 0.1027261604769745 , 0.7422680412371134, 22971.50864021833 , 13537.947735137332, 0.9069385552815252,  7.7587677
baseline_s42, baseline  , random_forest    ,    1,   700, 0.0483417010580912  , 0.9493127147766324, 0.1444315785223852 , 0.660958904109589 , 23353.77791682108 , 16134.622834699208, 0.8960831800039862,  0.754718699999998
baseline_s42, baseline  , random_forest    ,    2,   700, 0.0499351957058791  , 0.9450643776824036, 0.1275165330523407 , 0.7079037800687286, 21943.77161497954 , 15194.777786616309, 0.916392013576924 ,  0.6742467999999988
baseline_s42, baseline  , random_forest    ,    3,   700, 0.0482648878411413  , 0.950214592274678 , 0.1388469231979708 , 0.6494845360824743, 27860.57036594432 , 17883.6888195573  , 0.8855499861814302,  0.6946697999999998
baseline_s42, baseline  , random_forest    ,    4,   700, 0.0491085741752567  , 0.945922746781116 , 0.1402046510332765 , 0.6872852233676976, 25569.461367139404, 15847.455726310856, 0.8877222718066925,  0.6742828000000003
baseline_s42, baseline  , random_forest    ,    5,   700, 0.0504531861627436  , 0.9484978540772532, 0.1195413593540073 , 0.7010309278350515, 25959.0220251777  , 15606.889994735382, 0.8811586961673834,  0.7042403000000022
tuned1_s42  , tuned1    , ridge            ,    1,     1, 0.0928571217300794  , 0.8061749571183533, 0.1183968072900188 , 0.7431506849315068, 19592.91886121648 , 13833.721317699128, 0.9305030019416876,  0.0212152000000001
tuned1_s42  , tuned1    , ridge            ,    2,     1, 0.0934251032419172  , 0.8104631217838765, 0.1097359709452164 , 0.7568493150684932, 22328.554404541697, 13821.954679143531, 0.9290039318463292,  0.0199632999999999
tuned1_s42  , tuned1    , ridge            ,    3,     1, 0.0907561607186769  , 0.7958833619210978, 0.1176461715540684 , 0.773972602739726 , 18596.680254847543, 12560.012951714318, 0.9351125891175976,  0.0214168999999999
tuned1_s42  , tuned1    , ridge            ,    4,     1, 0.0906096716288065  , 0.8200514138817481, 0.1214545805321047 , 0.7353951890034365, 24280.99239900959 , 14467.024807835554, 0.9185651285319658,  0.0195720000000001
tuned1_s42  , tuned1    , ridge            ,    5,     1, 0.0960074625240337  , 0.794344473007712 , 0.0982945340939021 , 0.7491408934707904, 22224.84795383421 , 13824.391875951307, 0.923386487123552 ,  0.0194521999999999
tuned1_s42  , tuned1    , elasticnet       ,    1,     1, 0.0946202793827563  , 0.7984562607204116, 0.1126719492941045 , 0.7465753424657534, 18784.87179839562 , 13308.242079812644, 0.9361171568425132,  0.6060961999999999
tuned1_s42  , tuned1    , elasticnet       ,    2,     1, 0.0937439675863664  , 0.8087478559176673, 0.1086374086964845 , 0.7534246575342466, 21891.362383453285, 13523.972786312332, 0.9317569129611808,  0.0640996
