model,weight
ridge,4.103931098310235e-17
elasticnet,0.324797353700537
lasso,0.0
kernel_ridge,1.3562510550681204e-17
svr,0.27145372226307685
gradient_boosting,0.10386469790495755
lightgbm,8.637508373086806e-17
xgboost,0.15728566070783961
catboost,0.1425985654235892
