model,weight
ridge,0.0
elasticnet,0.31357691251658115
lasso,3.716293187621122e-16
kernel_ridge,1.4533460224443686e-17
svr,0.27444551954320334
gradient_boosting,0.14530045773263786
lightgbm,0.0
xgboost,0.16108103034446272
catboost,0.10559607986311445
